,name,class_name
392,UKUaiexJSlM__U__S227---0628.370-0644.010.wav,Korean
393,DKYtimMpnJI__U__S356---2315.880-2327.390.wav,Korean
394,UKUaiexJSlM__U__S217---1644.390-1663.030.wav,Korean
395,FbHowuEuYk8__U__S100---1088.490-1104.800.wav,Korean
396,nH_nygw5jR0__U__S1---0155.980-0170.750.wav,Korean
397,vq_Uu5HjUKU__U__S105---0665.580-0680.150.wav,Korean
398,C9rExM8XVbc__U__S31---0035.760-0051.690.wav,Korean
399,pD4c8cxjdEg__U__S13---0233.650-0245.060.wav,Korean
400,UKUaiexJSlM__U__S217---1497.070-1513.440.wav,Korean
401,49APcPk52DQ__U__S208---1324.090-1340.100.wav,Korean
402,BE7pbh05Kns__U__S27---0489.540-0503.250.wav,Korean
403,VB4JtXuRSM0__U__S34---0532.620-0546.600.wav,Korean
404,2BTzkkimohM__U__S101---1791.630-1807.310.wav,Korean
405,Q9gsdNbQqJk__U__S127---0633.000-0643.810.wav,Korean
406,goCSeov6Ng4__U__S37---0546.680-0562.840.wav,Korean
407,QEghAho1MQ4__U__S46---0413.090-0431.690.wav,Korean
408,4sveRRhlszY__U__S138---0596.310-0607.410.wav,Korean
409,x8GAjbNvej4__U__S112---2441.330-2454.010.wav,Korean
410,zoq4olSCmMs__U__S112---0419.280-0429.380.wav,Korean
411,bzOHbc7vJo4__U__S13---0214.690-0228.260.wav,Korean
412,Aaoew8THKsg__U__S0---0654.850-0665.340.wav,Korean
413,yzKc1fXaoF4__U__S285---1815.590-1829.920.wav,Korean
414,XKpQ38hhLrY__U__S1---0058.360-0069.150.wav,Korean
415,DKYtimMpnJI__U__S161---2393.820-2407.650.wav,Korean
416,UV3sHR4lVQQ__U__S13---0192.760-0203.690.wav,Korean
417,ZZGMEvwtrpY__U__S139---0914.620-0931.590.wav,Korean
418,xHo9D8rAFlU__U__S106---2514.460-2524.730.wav,Korean
419,5-Frn-BPArM__U__S10---0488.350-0498.930.wav,Korean
420,FbHowuEuYk8__U__S105---0322.970-0335.360.wav,Korean
421,PdlCdZRSl2k__U__S36---0325.370-0339.580.wav,Korean
422,v-qJfFe1U2w__U__S24---0154.110-0165.750.wav,Korean
423,d0Q09Ir6c9Y__U__S1---0826.810-0845.750.wav,Korean
424,2fe-Fo3mf8M__U__S11---0174.880-0188.260.wav,Korean
425,t_AirZ6V4qk__U__S34---0196.250-0213.890.wav,Korean
426,HY0qU-4naX0__U__S4---0683.830-0701.980.wav,Korean
427,kfGoyY2bOrE__U__S36---0214.130-0224.920.wav,Korean
428,Nyi7CWUb3Rc__U__S20---0092.880-0108.270.wav,Korean
429,2kd_LiFA8NU__U__S102---1030.010-1042.840.wav,Korean
430,DHyeeMzXheg__U__S53---0349.270-0363.180.wav,Korean
431,SBocABcrpHE__U__S37---0361.130-0379.670.wav,Korean
432,FbHowuEuYk8__U__S105---2047.720-2062.170.wav,Korean
433,T9dfFfeFJlA__U__S0---0163.280-0174.350.wav,Korean
434,SgIvjAa0UX4__U__S0---0957.830-0976.030.wav,Korean
435,yztRc3XNfyM__U__S102---0604.430-0617.390.wav,Korean
436,oyuK1cvYsQI__U__S27---0377.880-0396.540.wav,Korean
437,EMnmrRRu45k__U__S141---1426.210-1439.300.wav,Korean
438,i6ryjCZV4sc__U__S19---0154.010-0164.920.wav,Korean
439,6P4BqmLNTm8__U__S111---0706.710-0719.840.wav,Korean
440,DKYtimMpnJI__U__S22---0221.160-0235.530.wav,Korean
441,7C3TYtA4L0M__U__S142---1236.310-1249.210.wav,Korean
442,_wZvM885iVo__U__S10---0624.890-0644.630.wav,Korean
443,jTL6gFwxt54__U__S13---0102.040-0117.680.wav,Korean
444,6RQVjW1ajjQ__U__S0---0046.050-0059.920.wav,Korean
445,6kNR9PlQ-dE__U__S248---1571.380-1589.550.wav,Korean
446,2fe-Fo3mf8M__U__S123---2280.040-2297.760.wav,Korean
447,QiEKbVBJTn8__U__S12---0087.490-0098.890.wav,Korean
448,XIj6ka5wj2Y__U__S29---0494.840-0511.900.wav,Korean
449,tO1xkcNbsB4__U__S100---0116.570-0128.330.wav,Korean
450,tO1xkcNbsB4__U__S100---0189.100-0202.170.wav,Korean
451,LZ7A-KU8W9I__U__S0---0553.190-0565.490.wav,Korean
452,y-sAS8gczA8__U__S72---0478.560-0490.920.wav,Korean
453,W9ztn38CFSk__U__S149---0988.200-1004.740.wav,Korean
454,QiEKbVBJTn8__U__S100---1593.620-1604.630.wav,Korean
455,t0RPeDRk_iY__U__S101---0497.630-0511.360.wav,Korean
456,vkbwSNqlSAk__U__S100---1079.780-1091.930.wav,Korean
457,iZDFR82wuMk__U__S1---0548.640-0563.330.wav,Korean
458,Co5Z4UDgFfQ__U__S31---0353.400-0366.600.wav,Korean
459,Unjxydu7pQM__U__S10---0078.120-0094.690.wav,Korean
460,fJgjg9ZH_Bc__U__S13---0251.500-0262.120.wav,Korean
461,ngUW35uhh_M__U__S35---0233.560-0247.590.wav,Korean
462,5nybPmKOKw0__U__S15---0089.750-0104.830.wav,Korean
463,A5odazUB6k4__U__S1---0722.710-0735.690.wav,Korean
464,z6kxePE-QSc__U__S16---1385.360-1401.500.wav,Korean
465,QG3-yynJLXY__U__S242---1892.310-1906.880.wav,Korean
466,9qs5Rq5LK3I__U__S107---1548.520-1558.940.wav,Korean
467,iZDFR82wuMk__U__S1---0414.580-0434.100.wav,Korean
468,EGL54xHUkSw__U__S0---0215.110-0226.140.wav,Korean
469,fl_L_V4PjGg__U__S32---0181.470-0194.660.wav,Korean
470,nH_nygw5jR0__U__S50---0326.660-0343.170.wav,Korean
471,oGMkO2gDJN8__U__S143---1032.370-1052.000.wav,Korean
472,fqv7wkunopk__U__S100---1880.670-1899.660.wav,Korean
473,b3hFjI05Vgw__U__S1---0338.330-0353.210.wav,Korean
474,0L-R5Dc7w1A__U__S177---2457.100-2471.100.wav,Korean
475,9auuvLBHCuo__U__S14---0466.050-0476.230.wav,Korean
476,wEYB7g1GLwc__U__S0---0322.450-0335.080.wav,Korean
477,4kTejMaQKrg__U__S101---1167.640-1177.670.wav,Korean
478,yQR9-BTaTlg__U__S4---0442.600-0461.090.wav,Korean
479,57hwMDrZTWs__U__S10---0071.500-0085.760.wav,Korean
480,DKYtimMpnJI__U__S151---0975.570-0988.890.wav,Korean
481,kkqz8tOutNs__U__S101---0336.400-0352.000.wav,Korean
482,8rto3VexDpM__U__S302---1964.650-1981.220.wav,Korean
483,ekJ4xBr3V8U__U__S105---0197.540-0215.860.wav,Korean
484,bQejG4STp-I__U__S0---0085.550-0104.790.wav,Korean
485,7C3TYtA4L0M__U__S105---2289.310-2302.970.wav,Korean
486,plsoYBIi9Dk__U__S0---0564.740-0574.930.wav,Korean
487,-6npk3mlgyQ__U__S0---0000.000-0010.010.wav,Korean
488,fj9Qt3_nE3I__U__S39---0369.680-0380.420.wav,Korean
489,vMMQ21GLXDY__U__S144---0295.130-0307.370.wav,Korean
490,89KEgxdmEc4__U__S1---0222.620-0239.880.wav,Korean
491,QXHaSiXWjBU__U__S0---0085.050-0102.680.wav,Korean
492,z6kxePE-QSc__U__S11---0046.290-0061.030.wav,Korean
493,Z82p2qITQDE__U__S1---0204.300-0218.420.wav,Korean
494,oyjiAt5_BwY__U__S10---1300.060-1312.150.wav,Korean
495,goCSeov6Ng4__U__S37---1824.390-1842.830.wav,Korean
496,IAhP0uTgWgI__U__S1---0195.590-0206.620.wav,Korean
497,9qs5Rq5LK3I__U__S121---0733.890-0747.380.wav,Korean
498,ekJ4xBr3V8U__U__S107---0987.200-1002.120.wav,Korean
499,6P4BqmLNTm8__U__S253---1699.960-1715.710.wav,Korean
500,UV3sHR4lVQQ__U__S1---0578.120-0594.310.wav,Korean
501,QEghAho1MQ4__U__S77---0457.480-0469.750.wav,Korean
502,oQjv-Vy6aYs__U__S100---1919.260-1938.140.wav,Korean
503,zoq4olSCmMs__U__S112---0602.920-0619.370.wav,Korean
504,KBAjiSewW8o__U__S149---1672.950-1686.570.wav,Korean
505,d0Q09Ir6c9Y__U__S1---0469.480-0488.800.wav,Korean
506,jGFELErCkpo__U__S0---0115.540-0130.290.wav,Korean
507,DKYtimMpnJI__U__S240---2081.830-2095.060.wav,Korean
508,QG3-yynJLXY__U__S242---1185.890-1196.860.wav,Korean
509,wAiVqIR8OwA__U__S0---0085.790-0104.620.wav,Korean
510,jGFELErCkpo__U__S0---0076.780-0093.400.wav,Korean
511,zggURs55Qe8__U__S1---1629.680-1641.800.wav,Korean
512,enpXwljgrWo__U__S1---0850.700-0867.550.wav,Korean
513,t_AirZ6V4qk__U__S54---0323.600-0333.810.wav,Korean
514,oyjiAt5_BwY__U__S10---0385.510-0403.970.wav,Korean
515,zggURs55Qe8__U__S1---0158.950-0177.800.wav,Korean
516,XBVtzUlFIkw__U__S101---0570.320-0584.980.wav,Korean
517,GJOO1jl4Rsg__U__S0---0030.440-0050.310.wav,Korean
518,Zvf2ONeifm4__U__S407---0360.880-0372.880.wav,Korean
519,ekJ4xBr3V8U__U__S105---1173.570-1191.950.wav,Korean
520,FbHowuEuYk8__U__S101---0704.770-0718.530.wav,Korean
521,IsDmzvT3FQ4__U__S2---0074.240-0091.100.wav,Korean
522,mdVk0YdPZQU__U__S11---0195.980-0212.820.wav,Korean
523,7C3TYtA4L0M__U__S117---1444.810-1459.410.wav,Korean
524,QG3-yynJLXY__U__S104---0027.820-0039.030.wav,Korean
525,xHo9D8rAFlU__U__S101---2095.190-2105.750.wav,Korean
526,Wlsp9djbWh8__U__S0---0134.860-0149.080.wav,Korean
527,if9EFtecfeA__U__S11---0157.810-0173.460.wav,Korean
528,bMs_D5i4yik__U__S126---0790.320-0803.350.wav,Korean
529,8Ioo--nmIAI__U__S0---0459.820-0479.430.wav,Korean
530,LbdpeGnhZW8__U__S39---0269.590-0282.110.wav,Korean
531,8Ioo--nmIAI__U__S0---0564.690-0576.250.wav,Korean
532,XdBwtopMlWs__U__S102---0168.740-0181.640.wav,Korean
533,Q9gsdNbQqJk__U__S127---0421.680-0440.790.wav,Korean
534,svr7JnlL4Os__U__S166---1330.950-1343.470.wav,Korean
535,_wZvM885iVo__U__S211---0838.720-0857.780.wav,Korean
536,oyjiAt5_BwY__U__S10---0951.370-0968.930.wav,Korean
537,UV3sHR4lVQQ__U__S3---0037.760-0051.520.wav,Korean
538,ZRmxBypAncw__U__S119---2430.030-2447.320.wav,Korean
539,Z8F5r242zMA__U__S1---0789.040-0806.110.wav,Korean
540,wMq62c8P9C0__U__S1---0012.760-0029.870.wav,Korean
541,k3I-q5i156o__U__S116---0747.930-0765.960.wav,Korean
542,b3hFjI05Vgw__U__S1---0361.880-0375.660.wav,Korean
543,9qs5Rq5LK3I__U__S107---2717.770-2735.090.wav,Korean
544,0L-R5Dc7w1A__U__S101---0850.600-0864.740.wav,Korean
545,caK3FUlydos__U__S0---0131.540-0142.780.wav,Korean
546,EMnmrRRu45k__U__S291---1986.930-1998.720.wav,Korean
547,A5odazUB6k4__U__S1---1058.460-1072.970.wav,Korean
548,UV3sHR4lVQQ__U__S1---0714.470-0725.410.wav,Korean
549,tqapF2XDScM__U__S215---2042.730-2054.820.wav,Korean
550,CMpQKkh2JK4__U__S110---0744.800-0756.900.wav,Korean
551,yztRc3XNfyM__U__S102---0205.950-0224.230.wav,Korean
552,QiEKbVBJTn8__U__S160---1726.960-1738.610.wav,Korean
553,_2Hod0yKKGw__U__S12---0957.170-0976.530.wav,Korean
554,EMnmrRRu45k__U__S128---0206.800-0222.600.wav,Korean
555,2BTzkkimohM__U__S102---0421.210-0435.210.wav,Korean
556,o-htSHQWyEQ__U__S0---0000.000-0013.330.wav,Korean
557,6P4BqmLNTm8__U__S101---0343.910-0358.480.wav,Korean
558,ZRmxBypAncw__U__S106---1527.360-1541.660.wav,Korean
559,6P4BqmLNTm8__U__S276---1871.960-1884.510.wav,Korean
560,x8GAjbNvej4__U__S100---1415.860-1433.360.wav,Korean
561,juSFCPJhjwk__U__S23---0150.350-0168.800.wav,Korean
562,A-i3oRwlFds__U__S100---1606.970-1626.690.wav,Korean
563,jLnvnCgp1Fc__U__S1---0329.780-0347.900.wav,Korean
564,fa4-jbeWRZg__U__S0---2163.620-2181.160.wav,Korean
565,OOJbZg7sWfo__U__S12---0341.260-0357.330.wav,Korean
566,jiqU2TB7-iE__U__S14---0112.030-0122.310.wav,Korean
567,qJAVJtu0l9o__U__S1---0172.950-0190.240.wav,Korean
568,2BTzkkimohM__U__S10---0069.930-0080.040.wav,Korean
569,-HQcWWpdPao__U__S39---0128.180-0140.400.wav,Korean
570,ekJ4xBr3V8U__U__S105---2448.260-2462.270.wav,Korean
571,5-Frn-BPArM__U__S10---0390.170-0400.830.wav,Korean
572,UKUaiexJSlM__U__S122---0976.850-0995.150.wav,Korean
573,kfGoyY2bOrE__U__S253---1725.720-1737.840.wav,Korean
574,HN3WEU0oYPI__U__S10---1649.820-1661.430.wav,Korean
575,W-4x1lDqVzI__U__S0---0241.070-0256.840.wav,Korean
576,ekJ4xBr3V8U__U__S105---2339.680-2354.910.wav,Korean
577,8Ioo--nmIAI__U__S0---1397.960-1408.200.wav,Korean
578,oFOnNwRVSB8__U__S0---0000.000-0016.180.wav,Korean
579,LZ7A-KU8W9I__U__S0---0525.040-0544.730.wav,Korean
580,XIj6ka5wj2Y__U__S12---0110.870-0126.770.wav,Korean
581,2HmCrhAwP5M__U__S29---1220.180-1240.100.wav,Korean
582,VbYhBAC6Sn4__U__S10---0059.600-0069.820.wav,Korean
583,EKRxaHP83_s__U__S12---0269.810-0288.050.wav,Korean
584,zoq4olSCmMs__U__S112---1402.270-1412.410.wav,Korean
585,ynRRr3doRow__U__S0---0009.750-0021.140.wav,Korean
586,qJe2mrZqbzg__U__S128---0143.790-0157.170.wav,Korean
587,5V5vIipZvm8__U__S10---0076.680-0094.460.wav,Korean
588,eBW4tHU_Ido__U__S0---0116.400-0128.290.wav,Korean
589,vd491Br7gmg__U__S101---0753.770-0764.120.wav,Korean
590,IRSe5js9J0A__U__S35---0579.210-0599.100.wav,Korean
591,k3I-q5i156o__U__S128---1001.000-1017.820.wav,Korean
592,HN3WEU0oYPI__U__S106---0695.310-0706.290.wav,Korean
593,4kTejMaQKrg__U__S228---1520.590-1539.880.wav,Korean
594,DHcTmUmZDlU__U__S16---0112.380-0129.130.wav,Korean
595,v-qJfFe1U2w__U__S10---1930.800-1947.980.wav,Korean
596,-YAluBdB5r0__U__S77---0523.200-0542.560.wav,Korean
597,jLnvnCgp1Fc__U__S125---0614.840-0628.450.wav,Korean
598,oyjiAt5_BwY__U__S10---0697.920-0711.380.wav,Korean
599,Ji-k65eXOmo__U__S120---2551.270-2569.580.wav,Korean
600,v4CKYTw6mBI__U__S0---0016.380-0026.640.wav,Korean
601,kfGoyY2bOrE__U__S124---1074.820-1088.770.wav,Korean
602,HY0qU-4naX0__U__S4---0529.010-0547.140.wav,Korean
603,fa4-jbeWRZg__U__S264---0176.810-0192.900.wav,Korean
604,pD4c8cxjdEg__U__S104---0925.020-0939.530.wav,Korean
605,Y_Iq_ni0me8__U__S110---0708.930-0723.700.wav,Korean
606,GzhswmI_VMk__U__S0---0341.240-0354.540.wav,Korean
607,2HmCrhAwP5M__U__S29---0229.780-0242.560.wav,Korean
608,cLp1CoS1Ejo__U__S52---0457.180-0469.510.wav,Korean
609,p8JwXtIteF0__U__S44---1414.330-1430.400.wav,Korean
610,vq_Uu5HjUKU__U__S156---0406.470-0417.730.wav,Korean
611,dW7vCWnV5q8__U__S41---0291.100-0310.810.wav,Korean
612,U44UrGj9sqo__U__S392---2646.200-2663.530.wav,Korean
613,plsoYBIi9Dk__U__S0---0427.910-0441.520.wav,Korean
614,9SsgN9MbMf0__U__S30---0225.700-0236.100.wav,Korean
615,pD4c8cxjdEg__U__S194---2911.460-2924.070.wav,Korean
616,d0Q09Ir6c9Y__U__S1---0110.940-0126.740.wav,Korean
617,uLTsn5LQHN4__U__S126---0558.890-0571.170.wav,Korean
618,8o089BDQsNs__U__S24---0320.930-0339.230.wav,Korean
619,f4zXxukiDtQ__U__S107---0611.310-0623.330.wav,Korean
620,G4g67NYmuVg__U__S32---0350.640-0369.730.wav,Korean
621,pD4c8cxjdEg__U__S194---1624.470-1638.960.wav,Korean
622,wEYB7g1GLwc__U__S0---0045.170-0055.560.wav,Korean
623,QG3-yynJLXY__U__S242---1305.230-1315.620.wav,Korean
624,f4zXxukiDtQ__U__S101---0723.430-0741.380.wav,Korean
625,A5odazUB6k4__U__S1---2015.810-2027.020.wav,Korean
626,CUhhDNsNh64__U__S100---1162.800-1174.820.wav,Korean
627,EFeqNHGvQgs__U__S26---0159.680-0174.160.wav,Korean
628,ZdeAT4b8UTQ__U__S378---2683.550-2694.830.wav,Korean
629,QiEKbVBJTn8__U__S152---1709.260-1726.960.wav,Korean
630,WdCxkQMikeg__U__S232---1458.410-1475.850.wav,Korean
631,b3hFjI05Vgw__U__S1---0070.850-0088.480.wav,Korean
632,U44UrGj9sqo__U__S253---1718.390-1734.220.wav,Korean
633,mMCNqc1BmSE__U__S102---0536.410-0552.070.wav,Korean
634,O_mt9NUnHXI__U__S123---1262.050-1276.380.wav,Korean
635,vMMQ21GLXDY__U__S174---1220.250-1231.560.wav,Korean
636,x8GAjbNvej4__U__S138---1299.120-1316.640.wav,Korean
637,W9ztn38CFSk__U__S101---2753.540-2766.340.wav,Korean
638,iZDFR82wuMk__U__S1---0254.950-0269.990.wav,Korean
639,nnYY0HMQWC4__U__S112---0827.620-0837.650.wav,Korean
640,jIvHmJDZNZg__U__S1---0040.350-0060.350.wav,Korean
641,SBocABcrpHE__U__S37---0252.540-0264.350.wav,Korean
642,G4g67NYmuVg__U__S129---1590.830-1605.210.wav,Korean
643,WdCxkQMikeg__U__S102---1958.400-1973.560.wav,Korean
644,dtz9TsJPCIg__U__S17---0113.340-0130.730.wav,Korean
645,tqapF2XDScM__U__S1---0009.120-0027.600.wav,Korean
646,8Ioo--nmIAI__U__S0---1694.300-1710.380.wav,Korean
647,ekJ4xBr3V8U__U__S105---1264.680-1284.600.wav,Korean
648,J108SM11na0__U__S13---0467.140-0480.310.wav,Korean
649,UKUaiexJSlM__U__S217---2503.670-2517.860.wav,Korean
650,tqapF2XDScM__U__S192---1711.100-1726.370.wav,Korean
651,EMnmrRRu45k__U__S106---2721.740-2737.810.wav,Korean
652,NtCD0MMYV4w__U__S19---0129.630-0142.400.wav,Korean
653,ekJ4xBr3V8U__U__S167---1518.190-1531.070.wav,Korean
654,gXIGTmsrChw__U__S10---0127.360-0143.330.wav,Korean
655,8Ioo--nmIAI__U__S0---1794.930-1805.610.wav,Korean
656,CUhhDNsNh64__U__S101---1078.170-1091.710.wav,Korean
657,zggURs55Qe8__U__S1---0769.610-0781.630.wav,Korean
658,9qs5Rq5LK3I__U__S15---2742.010-2753.760.wav,Korean
659,2HmCrhAwP5M__U__S29---0258.070-0276.140.wav,Korean
660,0L-R5Dc7w1A__U__S138---1621.860-1640.310.wav,Korean
661,DKYtimMpnJI__U__S330---2095.060-2105.200.wav,Korean
662,pD4c8cxjdEg__U__S147---2530.300-2541.120.wav,Korean
663,NRrwnSqxaT8__U__S101---0538.840-0551.360.wav,Korean
664,UcSzyVCqegY__U__S0---0553.040-0564.660.wav,Korean
665,A-i3oRwlFds__U__S126---1442.530-1460.380.wav,Korean
666,4kTejMaQKrg__U__S203---1923.950-1939.010.wav,Korean
667,EMnmrRRu45k__U__S131---1462.330-1479.630.wav,Korean
668,f4zXxukiDtQ__U__S113---2530.850-2543.500.wav,Korean
669,CU88GjdxJ-k__U__S1---0006.460-0018.500.wav,Korean
670,4kTejMaQKrg__U__S191---1232.990-1248.350.wav,Korean
671,svr7JnlL4Os__U__S137---0602.760-0619.740.wav,Korean
672,f4zXxukiDtQ__U__S113---1792.310-1808.250.wav,Korean
673,DHcTmUmZDlU__U__S10---2143.470-2155.920.wav,Korean
674,KBAjiSewW8o__U__S391---0454.080-0464.330.wav,Korean
675,Zvf2ONeifm4__U__S362---2220.760-2231.570.wav,Korean
676,v-qJfFe1U2w__U__S146---1184.820-1198.390.wav,Korean
677,y-sAS8gczA8__U__S110---0642.460-0653.620.wav,Korean
678,goCSeov6Ng4__U__S0---0046.020-0065.440.wav,Korean
679,XFUFxvivjYQ__U__S4---0021.370-0032.540.wav,Korean
680,goCSeov6Ng4__U__S37---0915.630-0933.670.wav,Korean
681,Ud0m6c_K0k8__U__S0---0071.340-0087.730.wav,Korean
682,z6B2GrcqUvM__U__S0---0088.670-0102.210.wav,Korean
683,vkbwSNqlSAk__U__S215---1325.090-1337.850.wav,Korean
684,qJAVJtu0l9o__U__S1---0141.660-0155.080.wav,Korean
685,mMCNqc1BmSE__U__S23---0369.230-0381.180.wav,Korean
686,DKYtimMpnJI__U__S127---1230.370-1240.740.wav,Korean
687,FbHowuEuYk8__U__S286---1861.610-1875.790.wav,Korean
688,t0RPeDRk_iY__U__S108---0271.090-0282.060.wav,Korean
689,KjId3PIgdZM__U__S3---0597.290-0607.820.wav,Korean
690,L2yWphw9dxM__U__S102---0493.640-0505.720.wav,Korean
691,yGo2T5eyz28__U__S10---0314.760-0324.810.wav,Korean
692,89KEgxdmEc4__U__S56---0594.210-0606.170.wav,Korean
693,xHo9D8rAFlU__U__S101---2113.460-2125.200.wav,Korean
694,wPg5cP1RDt8__U__S10---0047.650-0060.540.wav,Korean
695,goCSeov6Ng4__U__S243---1546.510-1564.750.wav,Korean
696,Ji-k65eXOmo__U__S121---0833.890-0844.650.wav,Korean
697,tYPTc3H3Ls0__U__S1---0138.390-0149.110.wav,Korean
698,0L-R5Dc7w1A__U__S141---0373.680-0392.620.wav,Korean
699,tqapF2XDScM__U__S215---2238.190-2248.810.wav,Korean
700,OksHsVHu55s__U__S2---0299.200-0311.480.wav,Korean
701,KjId3PIgdZM__U__S10---0389.130-0401.580.wav,Korean
702,Bv9C994aJW8__U__S0---0006.980-0020.780.wav,Korean
703,ZRmxBypAncw__U__S127---1991.040-2006.370.wav,Korean
704,J108SM11na0__U__S36---0335.870-0346.240.wav,Korean
705,k3I-q5i156o__U__S67---0482.780-0496.110.wav,Korean
706,jLnvnCgp1Fc__U__S1---0368.960-0388.110.wav,Korean
707,HZl7cX_3rRA__U__S17---0158.690-0175.930.wav,Korean
708,O_mt9NUnHXI__U__S105---1332.450-1345.190.wav,Korean
709,zrnv97aVWNk__U__S116---0020.460-0036.630.wav,Korean
710,YS98_K8Uidg__U__S21---0180.410-0199.470.wav,Korean
711,k3I-q5i156o__U__S115---0319.500-0332.420.wav,Korean
712,Z8F5r242zMA__U__S1---0565.240-0581.050.wav,Korean
713,WuMUNqkQ4mM__U__S102---1372.400-1388.620.wav,Korean
714,Q9gsdNbQqJk__U__S0---0136.200-0154.400.wav,Korean
715,zoq4olSCmMs__U__S0---0790.410-0807.910.wav,Korean
716,p8JwXtIteF0__U__S44---1191.570-1205.490.wav,Korean
717,vH34CYifZmU__U__S1---0017.120-0030.190.wav,Korean
718,zggURs55Qe8__U__S1---0098.890-0113.350.wav,Korean
719,FbHowuEuYk8__U__S101---1567.220-1584.980.wav,Korean
720,f4zXxukiDtQ__U__S193---1325.150-1340.190.wav,Korean
721,KBAjiSewW8o__U__S149---1656.080-1672.200.wav,Korean
722,goCSeov6Ng4__U__S37---2053.610-2070.550.wav,Korean
723,OUwsrbi4hlY__U__S0---0279.980-0294.250.wav,Korean
724,p8JwXtIteF0__U__S44---1491.930-1509.200.wav,Korean
725,xuqE5v03yHw__U__S1---0010.300-0025.450.wav,Korean
726,uLTsn5LQHN4__U__S36---0262.660-0277.250.wav,Korean
727,ZdeAT4b8UTQ__U__S26---0200.120-0217.990.wav,Korean
728,zggURs55Qe8__U__S1---1142.980-1160.750.wav,Korean
729,WdCxkQMikeg__U__S120---1856.020-1871.610.wav,Korean
730,z6B2GrcqUvM__U__S0---0157.650-0176.100.wav,Korean
731,kV4HV4WDMHo__U__S2---0205.580-0217.190.wav,Korean
732,tO1xkcNbsB4__U__S103---0493.860-0509.120.wav,Korean
733,Z8F5r242zMA__U__S1---1660.320-1675.070.wav,Korean
734,zrnv97aVWNk__U__S116---0719.790-0731.240.wav,Korean
735,yzKc1fXaoF4__U__S189---0029.890-0045.740.wav,Korean
736,yztRc3XNfyM__U__S134---0470.740-0490.140.wav,Korean
737,XBVtzUlFIkw__U__S103---0599.850-0610.400.wav,Korean
738,zJAnGjBatb8__U__S16---0056.320-0067.720.wav,Korean
739,VB4JtXuRSM0__U__S107---0140.430-0154.420.wav,Korean
740,_wZvM885iVo__U__S127---1239.160-1255.300.wav,Korean
741,a_QATH_1vTk__U__S114---0156.210-0172.030.wav,Korean
742,pD4c8cxjdEg__U__S104---1411.170-1426.000.wav,Korean
743,9qs5Rq5LK3I__U__S375---0426.690-0439.640.wav,Korean
744,a_QATH_1vTk__U__S14---0094.510-0106.870.wav,Korean
745,HY0qU-4naX0__U__S4---0104.200-0116.840.wav,Korean
746,kfGoyY2bOrE__U__S232---1910.830-1925.300.wav,Korean
747,vMMQ21GLXDY__U__S114---0470.760-0489.270.wav,Korean
748,53Z_Y4jaZAg__U__S103---1332.970-1343.250.wav,Korean
749,v-qJfFe1U2w__U__S381---2320.140-2336.240.wav,Korean
750,HrV5K98JDoc__U__S0---0156.610-0167.060.wav,Korean
751,p8JwXtIteF0__U__S44---0333.480-0346.120.wav,Korean
752,RepANq68Umg__U__S22---0011.480-0031.240.wav,Korean
753,iZDFR82wuMk__U__S150---1000.870-1011.680.wav,Korean
754,ZdeAT4b8UTQ__U__S137---1528.560-1542.000.wav,Korean
755,vM4Qd6h4lfc__U__S4---0164.970-0180.700.wav,Korean
756,qJAVJtu0l9o__U__S172---1482.890-1493.940.wav,Korean
757,yzKc1fXaoF4__U__S37---0345.210-0355.500.wav,Korean
758,UKUaiexJSlM__U__S118---1190.880-1210.410.wav,Korean
759,y-sAS8gczA8__U__S142---0915.350-0928.790.wav,Korean
760,HN3WEU0oYPI__U__S101---1549.030-1559.830.wav,Korean
761,oJ-ebp0Yn2c__U__S57---0347.290-0358.410.wav,Korean
762,4kTejMaQKrg__U__S108---0532.010-0549.730.wav,Korean
763,iZDFR82wuMk__U__S150---1056.720-1068.280.wav,Korean
764,xHo9D8rAFlU__U__S101---0408.610-0420.460.wav,Korean
765,2BTzkkimohM__U__S134---0851.660-0864.570.wav,Korean
766,u4vKg881_Qg__U__S0---1509.490-1520.550.wav,Korean
767,UiuxkYynPcI__U__S199---1459.080-1473.910.wav,Korean
768,eoTVP8ED4IA__U__S104---1045.830-1057.440.wav,Korean
769,1QIP5IVDHJw__U__S0---0024.960-0044.620.wav,Korean
770,2BTzkkimohM__U__S171---1112.100-1124.750.wav,Korean
771,x8GAjbNvej4__U__S14---2138.400-2154.870.wav,Korean
772,t_AirZ6V4qk__U__S78---0451.850-0467.050.wav,Korean
773,QiEKbVBJTn8__U__S100---0885.600-0895.700.wav,Korean
774,7C3TYtA4L0M__U__S122---2475.860-2489.910.wav,Korean
775,_wZvM885iVo__U__S127---1480.170-1497.340.wav,Korean
776,f4zXxukiDtQ__U__S101---2160.950-2176.870.wav,Korean
777,z5_1YyANWoI__U__S10---0072.080-0087.850.wav,Korean
778,2fe-Fo3mf8M__U__S113---1104.110-1120.830.wav,Korean
779,SgIvjAa0UX4__U__S0---0688.890-0703.230.wav,Korean
780,bzOHbc7vJo4__U__S1---0041.090-0053.590.wav,Korean
781,U44UrGj9sqo__U__S209---1509.190-1519.980.wav,Korean
782,wPg5cP1RDt8__U__S10---1025.080-1040.460.wav,Korean
783,G4g67NYmuVg__U__S129---1028.440-1039.200.wav,Korean
784,4kTejMaQKrg__U__S278---1754.500-1765.890.wav,Korean
